key,location,latitude,longitude
Tyrion_Lannister-5,,32.6578,-122.3876
Tyrion_Lannister-6,King%27s_Landing,,
Tyrion_Lannister-6,,2.1967,-98.4375
Tyrion_Lannister-6,,10.0554,-87.5390
Tyrion_Lannister-6,,2.9869,-65.6542
Tyrion_Lannister-6,Pentos,,
Tyrion_Lannister-7,Pentos,,
Tyrion_Lannister-7,,6.2279,-49.8339
Tyrion_Lannister-7,,-15.1145,-37.7929
Tyrion_Lannister-8,,-15.1145,-37.7929
Tyrion_Lannister-8,,-41.7713,-29.3554
Tyrion_Lannister-8,Volantis,,
Tyrion_Lannister-9,Volantis,,
Tyrion_Lannister-9,,-46.6192,-8.9648
Tyrion_Lannister-9,,-45.3984,3.3398
Tyrion_Lannister-9,,-64.1297,18.5449
Tyrion_Lannister-9,,-65.0350,29.8828
Tyrion_Lannister-9,,-65.1276,38.2324
Tyrion_Lannister-10,,-65.1276,38.2324
Tyrion_Lannister-10,,-64.9049,41.5283
Tyrion_Lannister-10,,-62.2883,43.5937
Tyrion_Lannister-11,,-62.2883,43.5937
Tyrion_Lannister-11,,-63.0350,58.1835
Tyrion_Lannister-11,,-60.4138,59.9414
Tyrion_Lannister-11,,-56.8008,57.3925
Tyrion_Lannister-11,,-58.2170,75.1464
Tyrion_Lannister-11,,-53.3308,76.3769
Tyrion_Lannister-11,Yunkai,,
Tyrion_Lannister-11,,-48.5747,78.7500
Tyrion_Lannister-11,Meereen,,
Tyrion_Lannister-12,Pentos,,
Tyrion_Lannister-12,,6.4026,-49.6582
Tyrion_Lannister-13,,6.4026,-49.6582
Tyrion_Lannister-13,Ghoyan_Drohe,,
Tyrion_Lannister-14,Ghoyan_Drohe,,
Tyrion_Lannister-14,,7.1881,-40.7812
Tyrion_Lannister-14,,4.0396,-38.4082
Tyrion_Lannister-14,,4.0834,-37.5292
Tyrion_Lannister-14,,1.1425,-36.1669
Tyrion_Lannister-14,Ny_Sar,,
Tyrion_Lannister-15,Ny_Sar,,
Tyrion_Lannister-15,,-3.4256,-25.5322
Tyrion_Lannister-15,,-12.4258,-21.4453
Tyrion_Lannister-15,Sorrows,,
Tyrion_Lannister-16,Sorrows,,
Tyrion_Lannister-16,,-27.5277,-23.8183
Tyrion_Lannister-16,Selhorys,,
Tyrion_Lannister-17,Selhorys,,
Tyrion_Lannister-17,Sar_Mell,,
Tyrion_Lannister-17,,-42.2935,-14.5019
Tyrion_Lannister-17,,-42.8115,-11.6015
Tyrion_Lannister-17,Volantis,,
Tyrion_Lannister-18,Volantis,,
Tyrion_Lannister-18,,-65.2198,14.4140
Tyrion_Lannister-19,,-65.2198,14.4140
Tyrion_Lannister-19,,-73.0482,19.6875
Tyrion_Lannister-19,,-74.4021,41.4843
Tyrion_Lannister-19,,-72.2355,59.6777
Tyrion_Lannister-19,,-65.3301,58.0078
Tyrion_Lannister-20,,-65.3301,58.0078
Tyrion_Lannister-20,,-60.0209,59.5898
Tyrion_Lannister-20,,-56.9928,59.3261
Tyrion_Lannister-20,Meereen,,
Tyrion_Lannister-21,Meereen,,
Tyrion_Lannister-21,,-58.2632,52.0312
Tyrion_Lannister-21,,-68.3505,50.6689
